"ies/112-1BX40.ies,IESNA:LM-63-1995,LSI15655,,,COOPER LIGHTING - NEO-RAY,112/1BX,F40/30BX/SPX35. LUMEN RATING = 3150 LMS.,1 X 2 TROFFER LUMINAIRE WITH WHITE INTERIOR SPECULAR REFLECTOR AND WHITE LENS OVER PERFORATIONS ,,ONE MAGNETEK C240I120RH BALLAST OPERATING AT 120 VAC AND 38 WATTS,,,NONE,1,3150,.90,1.92,.00,1,38.0000,2333.5890828,,"
"ies/12EN-LD1-08-UNV-L830-CD1-U.ies,IESNA:LM-63-2002,P124080,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-08-UNV-L830-CD1-U,,METALUX 1X2 ENCOUNTER,3000K LEDS,,,,NONE,1,-1,1,2,0,1,11.1,826.85585375,,REPORT IS SCALED FROM IESNA LM-79-08 TEST DATA (P32853)"
"ies/12EN-LD1-08-UNV-L835-CD1-U.ies,IESNA:LM-63-2002,P124081,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-08-UNV-L835-CD1-U,,METALUX 1X2 ENCOUNTER,3500K LEDS,,,,NONE,1,-1,1,2,0,1,11.1,855.142505,,REPORT IS SCALED FROM IESNA LM-79-08 TEST DATA (P32853)"
"ies/12EN-LD1-08-UNV-L840-CD1-U.ies,IESNA:LM-63-2002,P32853,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-08-UNV-L840-CD1-U,,METALUX 1X2 ENCOUNTER,4000K LEDS,,,,NONE,1,-1,1,2,0,1,11.1,902.1120875,,"
"ies/12EN-LD1-13-UNV-L830-CD1-U.ies,IESNA:LM-63-2002,P124082,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-13-UNV-L830-CD1-U,,METALUX 1X2 ENCOUNTER,3000K LEDS,,,,NONE,1,-1,1,2,0,1,15.7,1273.05399875,,REPORT IS SCALED FROM IESNA LM-79-08 TEST DATA (P32852)"
"ies/12EN-LD1-13-UNV-L835-CD1-U.ies,IESNA:LM-63-2002,P124083,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-13-UNV-L835-CD1-U,,METALUX 1X2 ENCOUNTER,3500K LEDS,,,,NONE,1,-1,1,2,0,1,15.7,1316.59646875,,REPORT IS SCALED FROM IESNA LM-79-08 TEST DATA (P32852)"
"ies/12EN-LD1-13-UNV-L840-CD1-U.ies,IESNA:LM-63-2002,P32852,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-13-UNV-L840-CD1-U,,METALUX 1X2 ENCOUNTER,4000K LEDS,,,,NONE,1,-1,1,2,0,1,15.7,1388.8551875,,"
"ies/12EN-LD1-17-UNV-L830-CD1-U.ies,IESNA:LM-63-2002,P124084,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-17-UNV-L830-CD1-U,,METALUX 1X2 ENCOUNTER,3000K LEDS,,,,NONE,1,-1,1,2,0,1,18.8,1709.566575,,REPORT IS SCALED FROM IESNA LM-79-08 TEST DATA (P32833)"
"ies/12EN-LD1-17-UNV-L835-CD1-U.ies,IESNA:LM-63-2002,P124085,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-17-UNV-L835-CD1-U,,METALUX 1X2 ENCOUNTER,3500K LEDS,,,,NONE,1,-1,1,2,0,1,18.8,1768.03865875,,REPORT IS SCALED FROM IESNA LM-79-08 TEST DATA (P32833)"
"ies/12EN-LD1-17-UNV-L840-CD1-U.ies,IESNA:LM-63-2002,P32833,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-17-UNV-L840-CD1-U,,METALUX 1X2 ENCOUNTER,4000K LEDS,,,,NONE,1,-1,1,2,0,1,18.8,1865.084025,,"
"ies/12EN-LD1-23-UNV-L830-CD1-U.ies,IESNA:LM-63-2002,P124086,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-23-UNV-L830-CD1-U,,METALUX 1X2 ENCOUNTER,3000K LEDS,,,,NONE,1,-1,1,2,0,1,25.7,2319.2871875,,REPORT IS SCALED FROM IESNA LM-79-08 TEST DATA (P32834)"
"ies/12EN-LD1-23-UNV-L835-CD1-U.ies,IESNA:LM-63-2002,P124087,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-23-UNV-L835-CD1-U,,METALUX 1X2 ENCOUNTER,3500K LEDS,,,,NONE,1,-1,1,2,0,1,25.7,2398.57731375,,REPORT IS SCALED FROM IESNA LM-79-08 TEST DATA (P32834)"
"ies/12EN-LD1-23-UNV-L840-CD1-U.ies,IESNA:LM-63-2002,P32834,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-23-UNV-L840-CD1-U,,METALUX 1X2 ENCOUNTER,4000K LEDS,,,,NONE,1,-1,1,2,0,1,25.7,2530.2799625,,"
"ies/12EN-LD1-27-UNV-L830-CD1-U.ies,IESNA:LM-63-2002,P124088,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-27-UNV-L830-CD1-U,,METALUX 1X2 ENCOUNTER,3000K LEDS,,,,NONE,1,-1,1,2,0,1,29.4,2617.57653375,,REPORT IS SCALED FROM IESNA LM-79-08 TEST DATA (P32835)"
"ies/12EN-LD1-27-UNV-L835-CD1-U.ies,IESNA:LM-63-2002,P124089,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-27-UNV-L835-CD1-U,,METALUX 1X2 ENCOUNTER,3500K LEDS,,,,NONE,1,-1,1,2,0,1,29.4,2707.06204,,REPORT IS SCALED FROM IESNA LM-79-08 TEST DATA (P32835)"
"ies/12EN-LD1-27-UNV-L840-CD1-U.ies,IESNA:LM-63-2002,P32835,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-27-UNV-L840-CD1-U,,METALUX 1X2 ENCOUNTER,4000K LEDS,,,,NONE,1,-1,1,2,0,1,29.4,2855.68605,,"
"ies/12EN-LD1-31-UNV-L830-CD1-U.ies,IESNA:LM-63-2002,P124090,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-31-UNV-L830-CD1-U,,METALUX 1X2 ENCOUNTER,3000K LEDS,,,,NONE,1,-1,1,2,0,1,34.3,2999.10703625,,REPORT IS SCALED FROM IESNA LM-79-08 TEST DATA (P32836)"
"ies/12EN-LD1-31-UNV-L835-CD1-U.ies,IESNA:LM-63-2002,P124091,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-31-UNV-L835-CD1-U,,METALUX 1X2 ENCOUNTER,3500K LEDS,,,,NONE,1,-1,1,2,0,1,34.3,3101.648215,,REPORT IS SCALED FROM IESNA LM-79-08 TEST DATA (P32836)"
"ies/12EN-LD1-31-UNV-L840-CD1-U.ies,IESNA:LM-63-2002,P32836,,12/13/13,COOPER LIGHTING - METALUX,12EN-LD1-31-UNV-L840-CD1-U,,METALUX 1X2 ENCOUNTER,4000K LEDS,,,,NONE,1,-1,1,2,0,1,34.3,3271.9088375,,"
